transaction_id,ledger_id,order_ref,amount,currency,status,recorded_at
txn_00115,ledger_00115,order_00115,7548.94,INR,paid,2026-08-20T07:27:30
txn_00117,ledger_00117,order_00117,21148.07,INR,paid,2026-08-10T01:35:30
txn_00118,ledger_00118,order_00118,24984.4,INR,paid,2026-08-22T23:47:30
txn_00119,ledger_00119,order_00119,2755.67,INR,paid,2026-08-18T08:33:30
txn_00120,ledger_00120,order_00120,14340.88,INR,paid,2026-08-27T03:50:30
txn_00121,ledger_00121,order_00121,7467.22,INR,paid,2026-08-14T10:28:30
txn_00122,ledger_00122,order_00122,646.3,INR,paid,2026-08-30T22:57:30
txn_00123,ledger_00123,order_00123,10260.23,INR,paid,2026-08-01T08:50:30
txn_00124,ledger_00124,order_00124,17176.41,INR,paid,2026-08-03T05:34:30
txn_00125,ledger_00125,order_00125,22774.36,INR,paid,2026-08-23T14:33:30
txn_00126,ledger_00126,order_00126,20837.69,INR,paid,2026-08-14T00:36:30
txn_00128,ledger_00128,order_00128,15364.47,INR,paid,2026-08-17T00:49:30
txn_00129,ledger_00129,order-00129,4834.29,INR,paid,2026-08-12T09:45:30
txn_00130,ledger_00130,order_00130,16976.34,INR,paid,2026-08-31T00:00:30
txn_00131,ledger_00131,order_00131,17053.29,INR,paid,2026-08-07T05:23:30
txn_00132,ledger_00132,order_00132,15743.38,INR,paid,2026-08-29T13:21:30
txn_00133,ledger_00133,order_00133,16193.88,INR,paid,2026-08-15T01:26:30
txn_00133,ledger_00133,order_00133,16193.88,INR,paid,2026-08-15T01:26:30
txn_00134,ledger_00134,order_00134,19736.4,INR,paid,2026-08-02T12:26:30
txn_00135,ledger_00135,order_00135,14531.39,INR,paid,2026-08-06T23:32:30
txn_00137,ledger_00137,order_00137,8235.31,INR,paid,2026-08-19T21:50:30
txn_00138,ledger_00138,order_00138,4473.44,INR,paid,2026-08-07T00:21:30
txn_00139,ledger_00139,order_00139,19684.17,INR,paid,2026-08-17T15:36:30
txn_00141,ledger_00141,order_00141,20778.77,INR,paid,2026-08-12T16:40:30
txn_00141,ledger_00141,order_00141,20778.77,INR,paid,2026-08-12T16:40:30
txn_00142,ledger_00142,order_00142,22859.82,INR,paid,2026-08-23T06:18:00
txn_00143,ledger_00143,order_00143,24187.86,INR,paid,2026-08-14T18:22:00
txn_00144,ledger_00144,order_00144,18689.33,INR,paid,2026-08-16T09:58:30
txn_00145,ledger_00145,order_00145,20608.69,INR,paid,2026-08-22T07:32:30
txn_00146,ledger_00146,order_00146,3604.85,INR,paid,2026-08-11T06:25:30
txn_00147,ledger_00147,order_00147,21517.5,INR,paid,2026-08-19T02:04:30
txn_00148,ledger_00148,order_00148,24185.02,INR,paid,2026-08-26T08:44:30
txn_00149,ledger_00149,order_00149,9207.8,INR,paid,2026-08-18T22:58:30
txn_00150,ledger_00150,order_00150,552.18,INR,paid,2026-08-25T10:04:30
txn_00151,ledger_00151,order_00151,9590.83,INR,paid,2026-08-12T22:21:30
txn_00152,ledger_00152,order_00152,20578.19,INR,paid,2026-08-18T05:44:00
txn_00153,ledger_00153,order_00153,2797.82,INR,paid,2026-08-11T15:23:30
txn_00154,ledger_00154,order_00154,11839.77,INR,paid,2026-08-29T04:42:30
txn_00155,ledger_00155,order_00155,22117.45,INR,paid,2026-08-26T13:12:30
txn_00156,ledger_00156,order_00156,8267.36,INR,paid,2026-08-28T18:22:30
txn_00157,ledger_00157,order_00157,5612.04,INR,paid,2026-08-03T21:02:30
txn_00158,ledger_00158,order_00158,15921.56,INR,paid,2026-08-22T03:06:30
txn_00159,ledger_00159,order_00159,23085.91,INR,paid,2026-08-14T18:04:30
txn_00160,ledger_00160,order_00160,3481.05,INR,paid,2026-08-03T01:31:30
txn_00161,ledger_00161,order_00161,7678.68,INR,paid,2026-08-23T10:04:30
txn_00162,ledger_00162,order_00162,2991.4,INR,paid,2026-08-11T16:27:30
txn_00163,ledger_00163,order_00163,22192.76,INR,paid,2026-08-07T04:10:30
txn_00164,ledger_00164,order_00164,9777.28,INR,paid,2026-08-17T21:14:30
txn_00165,ledger_00165,order-00165,16795.11,INR,paid,2026-08-25T14:02:30
txn_00166,ledger_00166,order_00166,10984.7,INR,paid,2026-08-08T00:46:30
txn_00167,ledger_00167,order_00167,16407.56,INR,paid,2026-08-23T06:29:30
txn_00169,ledger_00169,order_00169,914.64,INR,paid,2026-08-17T20:43:30
txn_00170,ledger_00170,order_00170,5510.02,INR,paid,2026-08-21T05:43:30
txn_00171,ledger_00171,order_00171,23768.82,INR,paid,2026-08-17T20:08:00
txn_00172,ledger_00172,order_00172,2573.93,INR,paid,2026-08-17T17:13:30
txn_00173,ledger_00173,order_00173,13657.2,INR,paid,2026-08-30T08:19:30
txn_00174,ledger_00174,order_00174,9030.98,INR,paid,2026-08-19T02:52:30
txn_00175,ledger_00175,order_00175,7446.5,INR,paid,2026-08-06T13:25:30
txn_00177,ledger_00177,order_00177,16940.71,INR,paid,2026-08-30T04:54:30
txn_00178,ledger_00178,order_00178,24280.22,INR,paid,2026-08-03T07:14:30
txn_00179,ledger_00179,order_00179,19691.19,INR,paid,2026-08-12T02:02:30
txn_00180,ledger_00180,order_00180,24721.64,INR,paid,2026-08-26T16:40:30
txn_00180,ledger_00180_ALT,order_0018X,24721.64,INR,paid,2026-08-26T16:40:30
txn_00181,ledger_00181,order_00181,5209.62,INR,paid,2026-08-26T05:20:30
txn_00182,ledger_00182,order_00182,5258.22,INR,paid,2026-08-10T19:52:30
txn_00183,ledger_00183,order_00183,20345.02,INR,paid,2026-08-11T14:29:30
txn_00184,ledger_00184,order_00184,8281.13,INR,paid,2026-08-07T17:10:30
txn_00185,ledger_00185,order_00185,19737.23,INR,paid,2026-08-28T02:58:30
txn_00186,ledger_00186,order_00186,170.61,INR,paid,2026-08-07T14:02:30
txn_00187,ledger_00187,order_00187,24689.43,INR,paid,2026-08-25T14:03:30
txn_00188,ledger_00188,order_00188,6341.29,INR,paid,2026-08-08T22:35:30
txn_00189,ledger_00189,order_00189,2837.17,INR,paid,2026-08-02T04:09:30
txn_00189,ledger_00189,order_00189,2837.17,INR,paid,2026-08-02T04:09:30
txn_00190,ledger_00190,order_00190,3381.9,INR,paid,2026-08-17T07:17:30
txn_00191,ledger_00191,order_00191,19770.62,INR,paid,2026-08-11T19:53:30
txn_00192,ledger_00192,order_00192,14762.44,INR,paid,2026-08-01T17:14:30
txn_00193,ledger_00193,order_00193,4438.73,INR,paid,2026-08-03T09:14:30
txn_00194,ledger_00194,order_00194,3256.29,INR,paid,2026-08-20T03:48:30
txn_00195,ledger_00195,order_00195,13199.53,INR,paid,2026-08-03T21:25:30
txn_00196,ledger_00196,order_00196,11958.52,INR,paid,2026-08-17T11:26:30
txn_00197,ledger_00197,order_00197,13133.03,INR,paid,2026-08-05T23:06:30
txn_00198,ledger_00198,order_00198,5616.59,INR,paid,2026-08-28T23:51:30
txn_00199,ledger_00199,order_00199,1179.79,INR,paid,2026-08-30T23:41:30
txn_00200,ledger_00200,order_00200,13084.14,INR,paid,2026-08-21T20:18:30
txn_00201,ledger_00201,order_00201,16119.18,INR,paid,2026-08-02T10:01:30
txn_00201,ledger_00201,order_00201,16119.18,INR,paid,2026-08-02T10:01:30
txn_00202,ledger_00202,order_00202,1614.55,INR,paid,2026-08-22T19:10:30
txn_00203,ledger_00203,order_00203,21197.73,INR,paid,2026-08-20T09:36:30
txn_00204,ledger_00204,order_00204,17183.83,INR,paid,2026-08-23T07:30:30
txn_00205,ledger_00205,order-00205,17838.79,INR,paid,2026-08-21T04:29:30
txn_00206,ledger_00206,order_00206,1929.92,INR,paid,2026-08-04T16:14:30
txn_00207,ledger_00207,order_00207,8120.58,INR,paid,2026-08-07T18:01:30
txn_00208,ledger_00208,order_00208,1735.49,INR,paid,2026-08-13T12:23:30
txn_00210,ledger_00210,order_00210,13754.08,INR,paid,2026-08-15T19:11:30
txn_00211,ledger_00211,order_00211,9584.52,INR,paid,2026-08-28T04:30:30
txn_00211,ledger_00211_ALT,order_0021X,9584.52,INR,paid,2026-08-28T04:30:30
txn_00212,ledger_00212,order_00212,13310.87,INR,paid,2026-08-21T15:34:30
txn_00214,ledger_00214,order_00214,2569.54,INR,paid,2026-08-06T04:58:30
txn_00215,ledger_00215,order_00215,21334.54,INR,paid,2026-08-30T14:58:30
txn_00217,ledger_00217,order_00217,18048.91,INR,paid,2026-08-10T18:51:30
txn_00218,ledger_00218,order_00218,10808.74,INR,paid,2026-08-11T09:34:30
txn_00219,ledger_00219,order_00219,10403.96,INR,paid,2026-08-21T15:20:30
txn_00220,ledger_00220,order_00220,10028.38,INR,paid,2026-08-05T07:51:30
txn_00221,ledger_00221,order_00221,7882.45,INR,paid,2026-08-15T05:21:30
txn_00222,ledger_00222,order_00222,16661.19,INR,paid,2026-08-18T00:50:30
txn_00223,ledger_00223,order_00223,23844.45,INR,paid,2026-08-22T14:01:30
txn_00224,ledger_00224,order_00224,1771.62,INR,paid,2026-08-04T21:14:30
txn_00225,ledger_00225,order_00225,2421.43,INR,paid,2026-08-05T09:28:30
txn_00225,ledger_00225,order_00225,2421.43,INR,paid,2026-08-05T09:28:30
txn_00226,ledger_00226,order_00226,18640.27,INR,paid,2026-08-17T23:01:30
txn_00227,ledger_00227,order_00227,20313.06,INR,paid,2026-08-26T07:42:30
txn_00228,ledger_00228,order_00228,1593.53,INR,paid,2026-08-26T13:24:30
txn_00229,ledger_00229,order_00229,14085.92,INR,paid,2026-08-06T13:30:30
txn_00230,ledger_00230,order_00230,10329.13,INR,paid,2026-08-20T05:57:30
txn_00231,ledger_00231,order_00231,21715.49,INR,paid,2026-08-03T08:11:30
txn_00232,ledger_00232,order_00232,24213.13,INR,paid,2026-08-28T15:48:00
txn_00233,ledger_00233,order_00233,7879.98,INR,paid,2026-08-05T17:09:30
txn_00234,ledger_00234,order_00234,14490.17,INR,paid,2026-08-10T16:22:30
txn_00235,ledger_00235,order_00235,4103.69,INR,paid,2026-08-22T22:40:30
txn_00236,ledger_00236,order_00236,2794.64,INR,paid,2026-08-26T07:35:30
txn_00238,ledger_00238,order_00238,14395.09,INR,paid,2026-08-20T12:42:30
txn_00239,ledger_00239,order_00239,21144.36,INR,paid,2026-08-29T07:05:30
txn_00240,ledger_00240,order_00240,15377.97,INR,paid,2026-08-30T05:59:30
txn_00241,ledger_00241,order_00241,14430.91,INR,paid,2026-08-28T17:11:30
txn_00242,ledger_00242,order_00242,20753.57,INR,paid,2026-08-13T04:07:30
txn_00242,ledger_00242,order_00242,20753.57,INR,paid,2026-08-13T04:07:30
txn_00243,ledger_00243,order_00243,820.93,INR,paid,2026-08-13T10:29:30
txn_00244,ledger_00244,order_00244,17597.2,INR,paid,2026-08-15T01:29:30
txn_00245,ledger_00245,order_00245,23046.28,INR,paid,2026-08-16T23:24:30
txn_00246,ledger_00246,order_00246,252.03,INR,paid,2026-08-07T12:28:30
txn_00247,ledger_00247,order_00247,14201.4,INR,paid,2026-08-19T05:45:30
txn_00248,ledger_00248,order_00248,1832.68,INR,paid,2026-08-29T19:35:30
txn_00249,ledger_00249,order_00249,24298.08,INR,paid,2026-08-05T04:13:30
txn_00250,ledger_00250,order_00250,18678.18,INR,paid,2026-08-10T18:58:30
txn_00251,ledger_00251,order_00251,9467.24,INR,paid,2026-08-21T15:30:30
txn_00252,ledger_00252,order_00252,8588.31,INR,paid,2026-08-17T20:11:30
txn_00253,ledger_00253,order_00253,7859.77,INR,paid,2026-08-15T18:18:30
txn_00254,ledger_00254,order_00254,19443.21,INR,paid,2026-08-26T19:57:30
txn_00255,ledger_00255,order_00255,14945.97,INR,paid,2026-08-03T09:27:30
txn_00256,ledger_00256,order_00256,4046.33,INR,paid,2026-08-29T02:50:30
txn_00257,ledger_00257,order_00257,2131.38,INR,paid,2026-08-21T03:59:30
txn_00258,ledger_00258,order_00258,16582.27,INR,paid,2026-08-23T02:28:30
txn_00260,ledger_00260,order_00260,6901.85,INR,paid,2026-08-24T07:37:30
txn_00262,ledger_00262,order_00262,3130.14,INR,paid,2026-08-27T23:51:30
txn_00264,ledger_00264,order_00264,5590.91,INR,paid,2026-08-28T06:37:30
txn_00265,ledger_00265,order_00265,1464.07,INR,paid,2026-08-10T07:17:30
txn_00266,ledger_00266,order_00266,7605.34,INR,paid,2026-08-10T14:43:30
txn_00267,ledger_00267,order_00267,19207.0,INR,paid,2026-08-12T15:05:30
txn_00268,ledger_00268,order_00268,7307.23,INR,paid,2026-08-06T11:03:30
txn_00269,ledger_00269,order-00269,292.47,INR,paid,2026-08-20T14:23:30
txn_00270,ledger_00270,order_00270,4474.8,INR,paid,2026-08-18T07:17:30
txn_00271,ledger_00271,order_00271,13361.3,INR,paid,2026-08-11T11:20:30
txn_00272,ledger_00272,order_00272,12556.53,INR,paid,2026-08-17T02:50:30
txn_00273,ledger_00273,order_00273,1894.68,INR,paid,2026-08-02T22:12:30
txn_00274,ledger_00274,order_00274,10961.87,INR,paid,2026-08-21T22:10:30
txn_00275,ledger_00275,order_00275,23036.94,INR,paid,2026-08-15T05:56:30
txn_00276,ledger_00276,order_00276,14436.4,INR,paid,2026-08-27T02:18:30
txn_00277,ledger_00277,order_00277,10170.13,INR,paid,2026-08-30T03:12:30
txn_00278,ledger_00278,order_00278,10500.58,INR,paid,2026-08-06T05:48:30
txn_00279,ledger_00279,order_00279,10185.3,INR,paid,2026-08-15T18:44:30
txn_00280,ledger_00280,order_00280,4379.64,INR,paid,2026-08-29T03:09:30
txn_00281,ledger_00281,order_00281,11556.41,INR,paid,2026-08-17T11:14:30
txn_00282,ledger_00282,order_00282,2453.92,INR,paid,2026-08-05T19:37:30
txn_00283,ledger_00283,order_00283,14762.9,INR,paid,2026-08-24T20:18:30
txn_00284,ledger_00284,order_00284,2058.31,INR,paid,2026-08-15T02:54:30
txn_00285,ledger_00285,order_00285,18670.54,INR,paid,2026-08-11T02:00:30
txn_00286,ledger_00286,order_00286,8393.41,INR,paid,2026-08-08T15:38:30
txn_00287,ledger_00287,order_00287,2001.85,INR,paid,2026-08-29T19:39:30
txn_00288,ledger_00288,order_00288,2939.26,INR,paid,2026-08-24T05:00:30
txn_00289,ledger_00289,order_00289,4928.2,INR,paid,2026-08-16T21:36:30
txn_00289,ledger_00289,order_00289,4928.2,INR,paid,2026-08-16T21:36:30
txn_00291,ledger_00291,order_00291,20394.42,INR,paid,2026-08-11T18:04:30
txn_00292,ledger_00292,order_00292,2659.83,INR,paid,2026-08-12T15:35:30
txn_00293,ledger_00293,order_00293,5012.07,INR,paid,2026-08-28T09:58:30
txn_00294,ledger_00294,order_00294,3906.46,INR,paid,2026-08-30T19:59:30
txn_00295,ledger_00295,order_00295,1976.3,INR,paid,2026-08-29T13:53:30
txn_00296,ledger_00296,order_00296,12403.51,INR,paid,2026-08-26T15:44:30
txn_00297,ledger_00297,order_00297,19020.94,INR,paid,2026-08-21T10:19:30
txn_00298,ledger_00298,order_00298,17060.22,INR,paid,2026-08-26T16:34:30
txn_00299,ledger_00299,order_00299,16110.5,INR,paid,2026-08-29T10:08:30
txn_00300,ledger_00300,order_00300,8147.89,INR,paid,2026-08-29T13:05:30
txn_00301,ledger_00301,order_00301,7971.86,INR,paid,2026-08-21T00:20:30
txn_00302,ledger_00302,order_00302,1800.33,INR,paid,2026-08-21T03:00:30
txn_00303,ledger_00303,order_00303,15821.49,INR,paid,2026-08-13T12:01:30
txn_00304,ledger_00304,order_00304,14826.35,INR,paid,2026-08-17T00:24:30
txn_00305,ledger_00305,order_00305,12732.69,INR,paid,2026-08-15T03:02:30
txn_00307,ledger_00307,order_00307,1516.56,INR,paid,2026-08-14T01:33:30
txn_00308,ledger_00308,order_00308,2337.35,INR,paid,2026-08-05T02:37:30
txn_00309,ledger_00309,order_00309,12725.99,INR,paid,2026-08-22T01:24:30
txn_00310,ledger_00310,order_00310,14550.2,INR,paid,2026-08-02T20:48:30
txn_00311,ledger_00311,order_00311,11298.37,INR,paid,2026-08-27T00:24:30
txn_00312,ledger_00312,order_00312,16330.75,INR,paid,2026-08-15T15:11:30
txn_00313,ledger_00313,order_00313,15164.65,INR,paid,2026-08-23T19:37:30
txn_00314,ledger_00314,order_00314,4109.18,INR,paid,2026-08-03T19:34:30
txn_00315,ledger_00315,order_00315,20293.07,INR,paid,2026-08-16T15:07:30
txn_00316,ledger_00316,order_00316,24561.4,INR,paid,2026-08-04T20:06:30
txn_00316,ledger_00316,order_00316,24561.4,INR,paid,2026-08-04T20:06:30
txn_00317,ledger_00317,order_00317,12663.27,INR,paid,2026-08-08T20:28:30
txn_00318,ledger_00318,order_00318,1074.64,INR,paid,2026-08-20T22:08:30
txn_00319,ledger_00319,order_00319,24775.55,INR,paid,2026-08-24T20:25:30
txn_00320,ledger_00320,order_00320,13116.43,INR,paid,2026-08-08T05:23:30
txn_00321,ledger_00321,order_00321,9161.06,INR,paid,2026-08-13T20:59:30
txn_00322,ledger_00322,order_00322,9746.67,INR,paid,2026-08-16T17:35:00
txn_00324,ledger_00324,order_00324,19751.75,INR,paid,2026-08-30T11:01:30
txn_00325,ledger_00325,order_00325,8432.77,INR,paid,2026-08-16T00:06:30
txn_00326,ledger_00326,order_00326,2453.2,INR,paid,2026-08-18T14:13:30
txn_00327,ledger_00327,order_00327,7659.24,INR,paid,2026-08-30T21:08:30
txn_00328,ledger_00328,order_00328,15107.25,INR,paid,2026-08-07T20:14:30
txn_00329,ledger_00329,order_00329,8400.71,INR,paid,2026-08-27T12:30:30
txn_00330,ledger_00330,order_00330,16623.94,INR,paid,2026-08-16T22:05:30
txn_00331,ledger_00331,order_00331,7824.77,INR,paid,2026-08-30T20:35:30
txn_00332,ledger_00332,order_00332,17492.15,INR,paid,2026-08-18T20:07:30
txn_00334,ledger_00334,order_00334,7808.59,INR,paid,2026-08-18T03:26:30
txn_00335,ledger_00335,order_00335,16122.98,INR,paid,2026-08-16T06:47:00
txn_00336,ledger_00336,order_00336,20348.3,INR,paid,2026-08-24T22:57:30
txn_00336,ledger_00336_ALT,order_0033X,20348.3,INR,paid,2026-08-24T22:57:30
txn_00337,ledger_00337,order_00337,2426.98,INR,paid,2026-08-20T06:28:30
txn_00338,ledger_00338,order_00338,12761.36,INR,paid,2026-08-01T19:54:30
txn_00339,ledger_00339,order_00339,9128.68,INR,paid,2026-08-09T04:53:30
txn_00340,ledger_00340,order_00340,23784.12,INR,paid,2026-08-16T13:15:30
txn_00341,ledger_00341,order_00341,23696.94,INR,paid,2026-08-23T03:08:30
txn_00342,ledger_00342,order_00342,4880.93,INR,paid,2026-08-07T06:15:30
txn_00343,ledger_00343,order_00343,3958.13,INR,paid,2026-08-14T11:05:30
txn_00344,ledger_00344,order_00344,21126.27,INR,paid,2026-08-05T14:28:30
